case;event;time;Resource
3497;1;04.12.2012-08:57:43;1
3497;2;10.12.2012-14:13:42;1
3497;3;25.12.2012-14:14:00;2
3498;0;16.02.2011-13:11:00;7
3498;1;16.02.2011-15:28:45;7
3498;2;17.02.2011-17:06:35;12
3498;3;01.04.2011-12:20:32;4
3499;0;15.03.2011-13:26:37;7
3499;1;15.03.2011-13:27:11;7
3499;2;15.03.2011-13:52:55;1
3499;1;23.03.2011-08:42:23;7
3499;5;23.03.2011-09:55:21;1
3499;1;08.04.2011-16:09:08;1
3499;2;08.04.2011-16:09:16;1
3499;3;23.04.2011-16:09:31;4
3500;0;18.01.2012-10:28:45;0
3500;1;18.01.2012-10:29:00;0
3500;2;18.01.2012-14:12:25;12
3500;3;04.03.2012-10:31:32;4
3501;0;17.10.2011-08:53:07;0
3501;2;24.10.2011-08:33:51;12
3501;2;24.10.2011-08:33:52;12
3501;3;30.11.2011-10:02:33;4
3502;0;22.03.2012-16:45:48;0
3502;1;22.03.2012-17:00:39;12
3502;2;27.03.2012-09:51:31;12
3502;3;09.05.2012-15:50:12;4
3503;0;30.12.2010-08:19:54;12
3503;0;11.01.2011-15:16:45;1
3503;1;11.01.2011-15:16:52;1
3503;5;17.01.2011-13:29:46;13
3503;1;24.01.2011-09:49:04;13
3503;2;24.01.2011-09:49:18;13
3503;3;08.02.2011-09:49:38;4
3504;0;28.12.2010-17:31:43;1
3504;1;17.01.2011-15:44:13;1
3504;2;17.01.2011-15:44:41;1
3504;3;01.02.2011-15:44:59;4
3505;0;25.01.2011-10:24:05;7
3505;1;25.01.2011-10:27:28;8
3505;5;07.02.2011-11:46:48;8
3505;1;23.02.2011-14:17:33;8
3505;2;23.02.2011-14:17:44;8
3505;3;10.03.2011-14:18:01;4
3506;0;08.11.2011-16:29:55;3
3506;1;14.11.2011-09:11:29;12
3506;2;14.11.2011-09:50:48;1
3506;2;14.11.2011-09:50:49;1
3506;3;09.12.2011-16:30:18;4
3507;0;06.10.2010-09:24:18;13
3507;1;06.10.2010-09:24:35;13
3507;2;12.11.2010-13:36:49;13
3507;3;27.11.2010-13:37:01;4
3508;0;13.05.2011-10:53:59;7
3508;1;13.05.2011-10:55:03;7
3508;1;18.05.2011-09:26:56;8
3508;5;18.05.2011-09:27:03;8
3508;1;23.05.2011-09:51:06;8
3508;2;23.05.2011-09:51:17;8
3508;3;30.06.2011-10:46:30;4
3509;0;11.10.2010-14:40:16;1
3509;0;11.10.2010-15:08:47;1
3509;1;11.10.2010-15:08:56;1
3509;5;12.10.2010-15:22:29;11
3509;1;28.10.2010-13:03:22;11
3509;2;28.10.2010-13:47:09;11
3509;3;13.11.2010-13:30:45;4
3510;0;06.08.2012-12:22:21;12
3510;1;06.08.2012-12:22:42;12
3510;2;08.08.2012-13:56:16;12
3510;3;07.09.2012-13:56:40;4
3511;0;30.09.2011-09:33:16;0
3511;1;04.10.2011-13:13:35;1
3511;2;10.10.2011-08:25:51;1
3511;3;02.11.2011-10:40:44;4
3512;0;17.11.2011-10:16:28;0
3512;1;22.11.2011-11:48:39;8
3512;2;13.12.2011-11:36:04;8
3512;3;28.12.2011-11:36:31;4
3513;0;20.12.2010-08:59:52;7
3513;1;21.12.2010-11:37:56;1
3513;6;21.12.2010-11:38:54;1
3513;2;28.12.2010-10:42:53;1
3513;3;11.02.2011-08:11:09;4
3514;0;20.10.2011-10:59:39;0
3514;1;21.10.2011-08:35:28;1
3514;2;04.11.2011-08:32:02;1
3514;3;07.12.2011-12:00:35;4
3515;0;24.09.2013-07:28:11;0
3515;1;24.09.2013-07:29:33;0
3515;7;10.10.2013-06:53:34;1
3515;2;18.10.2013-15:32:13;0
3515;3;02.11.2013-16:32:27;2
3516;0;22.04.2013-15:22:15;0
3516;1;23.04.2013-16:04:10;1
3516;5;08.05.2013-07:49:08;1
3516;2;08.05.2013-12:29:47;1
3516;3;23.05.2013-12:30:00;2
3517;0;25.11.2011-13:24:41;1
3517;1;25.11.2011-15:11:55;8
3517;2;28.11.2011-11:49:52;8
3517;3;28.12.2011-13:30:21;4
3518;0;08.06.2012-06:56:21;0
3518;2;08.06.2012-07:05:45;0
3518;3;05.08.2012-16:00:44;4
3519;0;25.01.2012-14:18:19;0
3519;1;25.01.2012-14:18:29;0
3519;2;26.01.2012-10:23:54;0
3519;3;25.02.2012-14:20:24;4
3520;0;07.06.2012-10:14:21;3
3520;1;07.06.2012-13:41:26;6
3520;2;07.06.2012-13:41:50;6
3520;3;10.07.2012-10:20:27;4
3521;0;26.05.2010-08:27:18;1
3521;1;26.05.2010-08:39:37;1
3521;2;26.05.2010-08:39:51;1
3521;3;29.06.2010-08:30:21;4
3522;0;25.08.2010-08:03:47;18
3522;0;26.08.2010-08:16:15;1
3522;1;27.08.2010-14:58:50;15
3522;2;21.09.2010-12:13:56;10
3522;3;21.10.2010-12:14:16;4
3523;0;03.03.2011-10:19:56;7
3523;1;03.03.2011-10:20:59;7
3523;2;03.03.2011-16:51:03;1
3523;3;10.04.2011-09:20:23;4
3524;0;24.05.2012-15:19:45;0
3524;1;28.05.2012-07:04:06;5
3524;5;04.06.2012-12:10:08;5
3524;2;12.06.2012-08:37:07;5
3524;3;27.06.2012-08:37:22;4
3525;0;03.05.2011-10:15:12;7
3525;1;03.05.2011-10:18:59;7
3525;5;11.05.2011-14:20:58;1
3525;1;25.05.2011-07:20:28;1
3525;2;25.05.2011-07:20:37;1
3525;3;09.06.2011-07:20:51;4
3526;0;08.07.2010-14:52:12;8
3526;1;27.07.2010-09:14:20;18
3526;2;27.07.2010-09:32:00;18
3526;1;28.07.2010-07:30:19;18
3526;2;29.07.2010-07:40:34;18
3526;3;13.08.2010-07:40:47;4
3527;0;26.10.2010-13:03:14;1
3527;1;26.10.2010-13:04:12;1
3527;2;26.10.2010-13:04:37;1
3527;3;27.11.2010-14:10:32;4
3528;0;21.05.2013-13:44:09;13
3528;1;07.06.2013-08:57:48;13
3528;5;07.06.2013-15:34:53;13
3528;2;01.07.2013-14:17:21;13
3528;3;16.07.2013-14:17:35;2
3529;0;31.01.2013-14:43:13;3
3529;1;04.02.2013-14:55:28;1
3529;2;21.02.2013-14:05:28;1
3529;3;08.03.2013-14:05:41;2
3530;0;05.03.2012-14:42:14;0
3530;1;06.03.2012-08:43:50;1
3530;5;12.03.2012-13:49:28;1
3530;2;28.03.2012-08:25:23;1
3530;3;13.04.2012-09:30:16;4
3531;0;16.01.2013-09:16:42;12
3531;1;11.02.2013-10:13:53;1
3531;2;11.02.2013-10:20:38;8
3531;3;26.02.2013-10:20:56;2
3532;0;21.06.2011-13:00:31;7
3532;0;21.06.2011-13:00:46;7
3532;0;28.06.2011-08:15:31;1
3532;1;28.06.2011-12:50:10;8
3532;2;28.06.2011-13:35:04;8
3532;3;04.08.2011-13:10:31;4
3533;0;21.04.2011-10:02:49;7
3533;1;21.04.2011-10:04:27;7
3533;2;26.04.2011-09:19:16;12
3533;3;24.05.2011-10:10:25;4
3534;0;18.01.2013-16:29:21;0
3534;1;25.01.2013-16:56:30;16
3534;2;27.02.2013-14:01:15;16
3534;3;14.03.2013-14:01:30;2
3535;0;02.04.2012-08:47:25;0
3535;1;02.04.2012-08:47:34;0
3535;2;02.04.2012-09:38:03;0
3535;3;19.05.2012-08:50:52;4
3536;0;09.05.2013-12:58:34;13
3536;1;18.06.2013-09:55:19;13
3536;2;18.06.2013-14:22:36;13
3536;3;03.07.2013-14:22:54;2
3537;0;18.05.2011-15:47:14;7
3537;1;20.05.2011-08:39:55;1
3537;2;20.05.2011-12:54:42;1
3537;3;25.06.2011-15:52:25;4
3538;0;30.01.2013-13:24:55;0
3538;1;07.02.2013-08:13:58;1
3538;2;15.02.2013-09:35:07;1
3538;3;02.03.2013-09:35:24;2
3539;0;30.08.2011-14:49:10;12
3539;2;30.08.2011-15:58:44;14
3539;3;22.10.2011-14:50:25;4
3540;4;31.05.2010-15:57:02;10
3540;0;31.05.2010-15:57:57;10
3540;1;31.05.2010-15:58:03;10
3540;2;31.05.2010-15:58:56;10
3540;3;23.07.2010-16:00:47;4
3541;0;12.10.2012-07:24:57;3
3541;1;12.10.2012-15:07:20;3
3541;5;16.10.2012-08:56:08;3
3541;2;09.11.2012-16:06:12;3
3541;3;24.11.2012-16:06:24;2
3542;0;19.10.2012-10:34:23;1
3542;1;19.10.2012-10:34:57;1
3542;5;23.10.2012-14:42:45;1
3542;2;26.11.2012-09:16:59;1
3542;3;11.12.2012-09:17:16;2
3543;0;18.10.2011-09:04:31;3
3543;1;21.10.2011-14:43:42;1
3543;2;02.11.2011-11:43:39;1
3543;3;18.11.2011-10:10:26;4
3544;0;10.03.2010-15:38:28;1
3544;1;16.03.2010-08:53:29;14
3544;5;23.03.2010-08:30:30;14
3544;1;20.04.2010-08:27:41;14
3544;2;20.04.2010-08:27:51;14
3544;3;05.05.2010-08:28:02;4
3545;0;18.04.2013-10:36:43;13
3545;1;30.04.2013-15:35:44;8
3545;5;02.05.2013-12:32:46;8
3545;2;08.05.2013-07:37:00;8
3545;3;23.05.2013-07:37:09;2
3546;0;19.06.2012-06:58:15;0
3546;1;19.06.2012-10:53:21;3
3546;2;19.06.2012-14:13:19;3
3546;3;25.07.2012-16:00:35;4
3547;0;21.09.2010-09:19:31;8
3547;1;21.09.2010-09:20:04;8
3547;2;21.09.2010-09:22:32;8
3547;3;04.11.2010-10:20:26;4
3548;0;11.08.2011-12:14:48;8
3548;1;11.08.2011-12:15:38;8
3548;5;11.08.2011-12:19:12;8
3548;1;12.08.2011-08:25:18;8
3548;5;12.08.2011-09:57:04;8
3548;2;05.09.2011-10:41:55;1
3548;2;05.09.2011-10:41:57;1
3548;3;20.09.2011-10:42:15;4
3549;0;06.04.2010-15:02:19;1
3549;1;07.04.2010-07:42:08;1
3549;2;07.04.2010-08:54:01;1
3549;3;20.05.2010-15:10:34;4
3550;0;25.02.2013-15:32:32;3
3550;1;11.03.2013-16:24:55;1
3550;5;13.03.2013-09:13:02;8
3550;2;14.03.2013-13:59:08;8
3550;3;29.03.2013-13:59:24;2
3551;0;28.01.2013-13:28:43;3
3551;1;13.02.2013-09:18:22;1
3551;2;13.02.2013-10:17:42;8
3551;3;28.02.2013-10:18:00;2
3552;4;01.07.2010-10:33:03;4
3552;0;01.07.2010-12:32:37;1
3552;0;02.07.2010-08:52:11;1
3552;1;02.07.2010-12:18:29;5
3552;5;02.07.2010-12:21:29;5
3552;1;27.07.2010-10:29:08;5
3552;2;27.07.2010-10:29:15;5
3552;3;11.08.2010-10:29:36;4
3553;0;01.07.2010-08:03:48;18
3553;1;01.07.2010-08:11:38;5
3553;2;01.07.2010-08:22:26;5
3553;3;14.08.2010-08:10:48;4
3554;0;04.11.2011-10:29:10;0
3554;1;04.11.2011-10:29:22;0
3554;5;07.11.2011-10:21:41;0
3554;2;02.12.2011-13:32:44;0
3554;3;17.12.2011-13:32:53;4
3555;0;08.02.2012-09:00:58;0
3555;1;08.02.2012-13:34:11;8
3555;2;08.02.2012-13:34:47;8
3555;3;10.03.2012-09:10:43;4
3556;4;05.09.2011-09:13:15;5
3556;1;16.09.2011-15:19:23;9
3556;2;06.10.2011-08:50:50;12
3556;3;21.10.2011-08:51:05;4
3557;0;19.04.2012-14:50:21;0
3557;1;19.04.2012-14:50:37;0
3557;2;23.04.2012-10:16:11;1
3557;3;02.06.2012-15:00:26;4
3558;0;03.10.2011-14:56:49;0
3558;1;04.10.2011-13:00:18;1
3558;2;10.10.2011-16:16:46;1
3558;3;10.11.2011-16:00:31;4
3559;0;06.03.2012-08:40:46;0
3559;1;06.03.2012-16:31:34;8
3559;2;06.03.2012-16:38:18;8
3559;3;06.04.2012-07:50:16;4
3560;0;29.03.2012-15:37:28;0
3560;1;29.03.2012-15:37:35;0
3560;5;06.04.2012-09:02:45;0
3560;2;16.04.2012-14:26:18;1
3560;3;01.05.2012-14:26:27;4
3561;0;12.07.2013-12:38:58;13
3561;1;26.07.2013-08:29:48;8
3561;5;29.07.2013-07:17:52;8
3561;2;29.07.2013-10:49:04;8
3561;1;29.07.2013-12:17:30;8
3561;2;29.07.2013-13:35:36;8
3561;3;13.08.2013-13:35:54;2
3562;0;11.04.2013-09:56:07;3
3562;1;11.04.2013-13:13:10;3
3562;2;29.04.2013-08:30:28;3
3562;3;14.05.2013-08:30:45;2
3563;0;09.01.2012-08:34:27;0
3563;1;13.01.2012-08:32:31;3
3563;2;16.01.2012-09:02:38;3
3563;3;01.03.2012-09:03:11;4
3564;0;08.07.2013-07:37:38;13
3564;1;08.07.2013-07:41:26;1
3564;5;15.07.2013-09:16:18;3
3564;2;30.07.2013-08:17:25;3
3564;3;14.08.2013-08:17:38;2
3565;0;25.05.2010-16:11:43;1
3565;1;27.05.2010-15:59:18;10
3565;2;30.06.2010-12:44:51;15
3565;3;15.07.2010-12:45:04;4
3566;0;25.11.2013-17:10:08;17
3566;1;26.11.2013-09:50:40;17
3566;5;27.11.2013-11:04:25;17
3566;2;16.12.2013-10:04:47;17
3566;3;31.12.2013-10:05:04;2
3567;0;06.09.2011-15:36:29;11
3567;1;21.09.2011-07:08:40;1
3567;5;18.10.2011-08:41:28;1
3567;2;18.10.2011-13:15:43;1
3567;3;02.11.2011-14:15:57;4
3568;1;16.04.2013-13:47:17;0
3568;2;23.05.2013-12:41:20;0
3568;3;07.06.2013-12:41:42;2
3569;0;16.03.2011-09:53:16;7
3569;1;21.03.2011-17:10:45;15
3569;2;21.03.2011-18:06:26;15
3569;3;22.04.2011-09:00:35;4
3570;0;19.02.2010-09:30:34;1
3570;0;19.02.2010-09:30:47;1
3570;5;19.02.2010-09:38:49;1
3570;1;24.02.2010-14:44:53;1
3570;2;24.02.2010-14:45:23;1
3570;3;28.03.2010-08:40:44;4
3571;1;13.01.2012-11:39:49;0
3571;2;17.01.2012-13:43:42;12
3571;3;15.02.2012-11:40:28;4
3572;0;12.04.2012-10:47:51;3
3572;2;12.04.2012-10:50:29;3
3572;3;30.05.2012-10:50:16;4
3573;0;03.08.2011-12:13:38;8
3573;1;04.08.2011-08:24:12;8
3573;2;04.08.2011-08:37:46;8
3573;3;30.09.2011-12:20:22;4
3574;0;22.03.2011-09:40:25;7
3574;1;22.03.2011-09:41:13;7
3574;2;29.03.2011-13:40:45;7
3574;3;28.04.2011-13:41:05;4
3575;0;21.09.2011-07:06:26;0
3575;1;21.09.2011-07:14:19;8
3575;2;21.09.2011-08:08:31;8
3575;3;10.11.2011-08:10:51;4
3576;0;20.04.2011-15:25:19;7
3576;1;21.04.2011-08:25:44;1
3576;2;21.04.2011-12:41:00;1
3576;3;21.05.2011-15:30:46;4
3577;0;08.04.2011-10:37:29;7
3577;1;08.04.2011-10:38:01;7
3577;1;22.04.2011-13:54:48;1
3577;5;22.04.2011-14:50:11;6
3577;5;26.04.2011-07:24:16;1
3577;1;28.04.2011-14:18:57;6
3577;2;28.04.2011-14:19:10;6
3577;3;29.05.2011-08:30:43;4
3578;0;22.04.2011-07:20:01;7
3578;1;22.04.2011-07:20:34;7
3578;2;22.04.2011-07:43:51;1
3578;1;22.04.2011-09:13:26;1
3578;2;26.04.2011-12:31:36;1
3578;3;11.06.2011-07:30:57;4
3579;0;19.05.2010-15:05:45;14
3579;1;27.05.2010-08:20:20;14
3579;2;27.05.2010-12:38:06;14
3579;1;07.06.2010-09:51:06;14
3579;2;08.06.2010-09:05:16;14
3579;3;23.06.2010-09:05:25;4
3580;0;12.03.2012-09:59:56;1
3580;1;12.03.2012-10:09:54;1
3580;2;12.03.2012-10:32:23;1
3580;3;12.04.2012-09:00:21;4
3581;0;29.07.2013-15:48:19;0
3581;1;30.07.2013-10:46:13;1
3581;5;30.07.2013-10:51:31;1
3581;2;27.08.2013-14:42:40;1
3581;3;11.09.2013-14:42:58;2
3582;0;27.06.2013-07:27:45;0
3582;1;27.06.2013-07:30:34;0
3582;5;05.07.2013-10:09:38;0
3582;2;16.07.2013-09:18:35;0
3582;3;31.07.2013-09:18:49;2
3583;0;03.11.2011-16:03:49;1
3583;1;03.11.2011-16:04:03;1
3583;2;18.11.2011-16:30:37;1
3583;3;21.12.2011-16:10:42;4
3584;0;15.03.2012-08:10:20;0
3584;1;15.03.2012-08:12:19;5
3584;2;04.04.2012-09:59:49;16
3584;3;19.04.2012-10:00:08;4
3585;0;25.08.2010-08:01:04;18
3585;1;25.08.2010-08:02:35;13
3585;5;25.08.2010-14:45:48;13
3585;1;06.09.2010-15:11:58;13
3585;2;06.09.2010-15:12:14;13
3585;3;06.10.2010-15:12:42;4
3586;0;29.08.2011-14:35:13;12
3586;1;30.08.2011-14:36:17;12
3586;2;31.08.2011-14:54:13;12
3586;3;14.10.2011-14:40:49;4
3587;0;02.03.2012-08:06:31;0
3587;1;02.03.2012-08:51:19;11
3587;2;02.03.2012-09:06:10;11
3587;3;15.04.2012-07:10:57;4
3588;0;09.09.2010-15:41:44;8
3588;1;17.09.2010-07:32:12;1
3588;2;17.09.2010-08:16:57;1
3588;3;23.10.2010-15:50:56;4
3589;0;14.05.2010-08:04:18;11
3589;0;19.05.2010-07:57:30;1
3589;1;21.05.2010-09:29:03;11
3589;11;25.05.2010-12:07:05;11
3589;2;03.06.2010-13:10:37;11
3589;3;18.06.2010-13:10:49;4
3590;0;12.04.2012-07:48:54;0
3590;1;12.04.2012-07:49:11;0
3590;2;12.04.2012-09:32:05;12
3590;3;15.05.2012-07:50:11;4
3591;0;22.08.2013-12:42:43;0
3591;1;22.08.2013-12:43:15;0
3591;5;09.09.2013-07:02:23;0
3591;2;09.09.2013-10:30:21;0
3591;3;24.09.2013-10:30:34;2
3592;1;05.12.2011-16:59:36;0
3592;5;09.12.2011-11:25:31;12
3592;2;22.12.2011-13:37:32;12
3592;3;19.01.2012-09:10:44;4
3593;0;13.12.2011-11:47:21;1
3593;1;16.01.2012-08:28:37;1
3593;2;20.01.2012-17:25:45;9
3593;3;04.02.2012-17:26:07;4
3594;0;18.10.2010-15:33:20;1
3594;5;20.10.2010-15:52:37;6
3594;1;20.10.2010-16:09:23;1
3594;5;20.10.2010-16:09:52;1
3594;1;25.10.2010-10:40:51;6
3594;2;25.10.2010-10:41:42;6
3594;3;19.11.2010-16:40:14;4
3595;0;13.07.2010-12:45:52;18
3595;1;13.07.2010-12:56:10;18
3595;2;13.07.2010-13:21:32;18
3595;3;26.08.2010-12:51:59;4
3596;0;10.03.2010-15:53:18;14
3596;1;22.03.2010-16:14:53;1
3596;2;23.03.2010-11:13:36;14
3596;3;23.04.2010-15:00:25;4
3597;0;25.05.2011-12:57:03;7
3597;1;25.05.2011-12:57:36;7
3597;2;27.05.2011-10:55:35;7
3597;3;08.07.2011-13:00:24;4
3598;0;23.05.2013-13:50:14;13
3598;1;10.06.2013-07:08:54;0
3598;2;10.06.2013-08:09:25;0
3598;3;25.06.2013-08:09:39;2
3599;0;19.11.2013-16:00:35;0
3599;1;05.12.2013-08:19:59;8
3599;5;05.12.2013-09:29:50;8
3599;2;05.12.2013-16:01:49;8
3599;3;20.12.2013-16:01:59;2
3600;0;14.01.2013-16:12:51;3
3600;1;05.02.2013-14:02:35;1
3600;2;05.02.2013-16:23:56;0
3600;3;20.02.2013-16:24:08;2
3601;0;13.07.2011-15:54:00;12
3601;1;19.07.2011-09:13:58;5
3601;2;19.07.2011-09:17:21;5
3601;3;26.08.2011-16:00:31;4
3602;0;12.05.2010-15:12:50;5
3602;1;24.05.2010-14:52:13;11
3602;2;24.05.2010-14:52:26;11
3602;3;12.06.2010-15:20:30;4
3603;0;23.04.2012-10:38:20;1
3603;1;23.04.2012-10:38:30;1
3603;5;24.04.2012-08:05:13;1
3603;2;24.04.2012-10:22:10;1
3603;3;08.06.2012-10:22:37;4
3604;0;07.07.2011-09:07:06;12
3604;0;07.07.2011-13:03:50;1
3604;0;08.07.2011-12:39:05;11
3604;0;08.07.2011-12:39:05;11
3604;2;11.07.2011-07:13:26;12
3604;1;18.07.2011-07:22:16;1
3604;2;18.07.2011-09:22:44;1
3604;3;01.09.2011-09:23:18;4
3605;4;08.08.2011-13:32:09;11
3605;0;10.08.2011-12:27:20;9
3605;0;10.08.2011-12:27:21;9
3605;1;29.08.2011-14:20:26;14
3605;2;31.08.2011-08:17:25;14
3605;3;15.09.2011-08:17:47;4
3606;0;15.06.2010-09:15:05;1
3606;1;08.07.2010-15:33:02;5
3606;2;08.07.2010-15:36:46;5
3606;3;23.07.2010-15:37:07;4
3607;0;13.01.2010-08:40:25;1
3607;1;29.01.2010-08:52:27;1
3607;2;29.01.2010-08:52:34;1
3607;3;13.02.2010-08:52:48;4
3607;3;13.02.2010-08:52:48;4
3608;0;07.07.2011-12:45:19;8
3608;1;07.07.2011-12:50:49;11
3608;2;07.07.2011-12:53:56;11
3608;3;20.08.2011-12:50:43;4
3609;0;22.06.2011-07:50:04;7
3609;0;22.06.2011-07:50:18;7
3609;1;22.06.2011-08:23:19;11
3609;2;22.06.2011-10:52:06;11
3609;3;23.07.2011-08:00:28;4
3610;4;29.01.2011-15:17:27;4
3610;0;31.01.2011-08:17:07;1
3610;1;31.01.2011-09:01:24;1
3610;2;31.01.2011-09:09:31;1
3610;3;02.03.2011-09:09:56;4
3611;0;15.09.2011-07:42:00;12
3611;1;15.09.2011-07:42:07;12
3611;2;19.09.2011-07:32:53;12
3611;3;18.10.2011-07:50:19;4
3612;0;24.05.2013-12:42:16;13
3612;1;24.05.2013-14:25:57;1
3612;7;11.06.2013-10:05:16;3
3612;2;13.06.2013-14:28:42;3
3612;3;28.06.2013-14:29:06;2
3613;0;12.04.2013-15:00:00;0
3613;1;22.04.2013-07:16:39;1
3613;2;14.05.2013-08:38:55;5
3613;3;29.05.2013-08:39:08;2
3614;4;17.05.2010-14:11:52;10
3614;0;17.05.2010-14:12:13;10
3614;1;17.05.2010-14:12:58;10
3614;2;17.05.2010-14:14:12;10
3614;3;18.06.2010-14:20:40;4
3615;0;24.11.2010-17:09:11;13
3615;1;29.11.2010-16:47:11;1
3615;6;30.11.2010-14:17:17;1
3615;2;01.12.2010-09:15:09;1
3615;3;31.12.2010-09:15:34;4
3616;0;02.08.2011-12:53:16;12
3616;2;02.08.2011-13:34:54;12
3616;3;17.09.2011-13:00:30;4
3617;0;10.01.2012-09:11:10;0
3617;1;10.01.2012-09:11:22;0
3617;2;11.01.2012-09:46:42;0
3617;3;25.02.2012-09:20:33;4
3618;0;29.10.2010-10:19:11;5
3618;1;12.11.2010-14:03:48;1
3618;2;16.11.2010-09:51:10;1
3618;3;16.12.2010-09:51:24;4
3619;0;16.07.2012-10:05:21;0
3619;2;16.07.2012-14:28:09;5
3619;3;02.09.2012-10:11:28;4
3620;4;10.11.2010-13:08:58;10
3620;0;10.11.2010-13:09:10;10
3620;1;10.11.2010-13:11:56;10
3620;2;11.11.2010-10:55:27;10
3620;3;24.12.2010-13:10:28;4
3621;0;30.01.2012-11:28:04;3
3621;2;30.01.2012-11:34:55;3
3621;3;01.03.2012-11:30:32;4
3622;0;19.12.2011-08:21:54;0
3622;2;29.12.2011-09:59:21;9
3622;2;29.12.2011-09:59:22;9
3622;3;01.02.2012-08:30:21;4
3623;0;02.12.2010-09:09:12;8
3623;0;02.12.2010-09:09:36;8
3623;1;03.12.2010-08:01:18;5
3623;2;03.12.2010-08:09:56;5
3623;3;16.01.2011-09:10:50;4
3624;0;14.01.2010-10:35:38;1
3624;0;14.01.2010-10:35:57;1
3624;1;01.02.2010-11:43:31;1
3624;2;12.02.2010-11:00:01;1
3624;3;27.02.2010-11:00:17;4
3625;0;07.12.2011-11:03:21;0
3625;1;07.12.2011-11:14:12;3
3625;2;16.12.2011-10:53:23;3
3625;3;07.01.2012-11:10:26;4
3626;0;15.07.2011-07:06:58;1
3626;1;15.07.2011-07:07:38;1
3626;2;15.07.2011-08:23:48;1
3626;3;18.08.2011-07:10:28;4
3627;0;22.11.2011-10:57:31;0
3627;1;22.11.2011-11:03:36;1
3627;2;22.11.2011-15:00:19;1
3627;3;14.01.2012-11:00:40;4
3628;0;19.03.2012-16:55:08;0
3628;1;20.03.2012-11:48:10;12
3628;2;22.03.2012-09:36:19;12
3628;3;04.05.2012-16:00:27;4
3629;0;11.11.2011-15:04:29;0
3629;1;18.11.2011-13:30:23;1
3629;5;18.11.2011-13:35:49;1
3629;2;02.12.2011-08:28:14;1
3629;3;17.12.2011-08:28:32;4
3630;0;05.01.2011-11:21:53;7
3630;1;11.01.2011-15:48:08;1
3630;2;11.01.2011-15:49:14;1
3630;3;18.02.2011-11:30:38;4
3631;0;11.07.2012-12:25:28;0
3631;1;27.07.2012-14:02:58;3
3631;2;02.08.2012-12:24:58;3
3631;3;01.09.2012-12:25:34;4
3632;0;29.06.2012-07:02:18;0
3632;1;29.06.2012-14:28:20;5
3632;2;29.06.2012-15:31:17;5
3632;3;12.08.2012-07:10:33;4
3633;1;06.05.2013-11:04:27;0
3633;5;06.05.2013-11:07:49;0
3633;2;24.05.2013-14:12:41;0
3633;3;08.06.2013-14:12:54;2
3634;0;22.05.2012-07:13:58;0
3634;1;22.05.2012-07:14:05;0
3634;2;23.05.2012-08:08:29;0
3634;3;23.06.2012-07:20:21;4
3635;0;13.07.2010-12:30:47;18
3635;1;13.07.2010-12:32:04;1
3635;2;13.07.2010-13:44:13;1
3635;3;13.08.2010-12:40:27;4
3636;0;08.06.2012-10:54:52;0
3636;1;12.06.2012-07:58:27;8
3636;5;12.06.2012-09:52:55;8
3636;2;14.06.2012-08:34:08;8
3636;3;13.07.2012-09:40:24;4
3637;0;09.08.2012-12:06:20;3
3637;1;09.08.2012-13:11:18;3
3637;2;10.08.2012-09:10:49;3
3637;3;12.09.2012-12:10:45;4
3638;0;31.12.2010-09:29:20;5
3638;1;31.12.2010-09:36:42;5
3638;2;31.12.2010-09:36:52;5
3638;3;13.02.2011-09:31:01;4
3639;0;08.05.2012-14:08:03;3
3639;1;08.05.2012-14:08:17;3
3639;2;09.05.2012-10:06:30;3
3639;3;08.06.2012-14:10:53;4
3640;0;12.06.2013-09:38:38;13
3640;1;13.06.2013-15:13:02;1
3640;5;13.06.2013-15:27:46;1
3640;2;04.07.2013-10:14:35;1
3640;3;19.07.2013-10:14:49;2
3641;0;16.12.2011-11:23:39;0
3641;1;16.12.2011-11:34:36;8
3641;5;09.01.2012-09:21:28;0
3641;1;11.01.2012-11:03:54;0
3641;2;11.01.2012-11:21:01;0
3641;2;11.01.2012-11:21:01;0
3641;3;26.01.2012-11:21:10;4
3642;0;29.04.2013-10:09:27;13
3642;1;14.05.2013-07:10:29;8
3642;5;14.05.2013-14:05:14;8
3642;2;17.05.2013-15:59:05;8
3642;3;01.06.2013-15:59:24;2
3643;0;02.07.2010-10:46:43;8
3643;1;29.07.2010-10:19:53;18
3643;2;29.07.2010-10:32:48;18
3643;3;13.08.2010-10:32:57;4
3644;0;18.02.2013-16:17:25;3
3644;1;20.02.2013-09:14:23;1
3644;7;21.02.2013-14:57:49;3
3644;2;29.03.2013-08:26:34;1
3644;3;13.04.2013-07:26:57;2
3645;0;16.04.2012-12:22:42;0
3645;1;16.04.2012-12:40:17;5
3645;1;16.04.2012-15:33:53;0
3645;2;19.04.2012-11:27:20;16
3645;3;30.05.2012-12:30:29;4
3646;0;19.07.2012-10:51:18;12
3646;1;19.07.2012-11:01:33;3
3646;2;23.07.2012-10:05:58;3
3646;3;01.09.2012-11:00:41;4
3647;0;08.03.2011-10:26:19;7
3647;1;08.03.2011-10:28:08;7
3647;2;08.03.2011-11:10:36;8
3647;3;06.05.2011-09:44:01;4
3648;0;26.05.2011-14:10:59;7
3648;1;26.05.2011-14:11:37;7
3648;2;27.05.2011-07:31:20;8
3648;3;28.06.2011-14:20:56;4
3649;0;01.07.2011-14:03:56;8
3649;1;06.07.2011-13:35:44;12
